"Year.Code","Month.Code","Age.of.Mother","Births","UnemploymentRate","CENSUSPOPEstThousands","BirthsPer1000Pop"
"2010","2","30-34 years",70236,9.0078431372549,309347.057,0.227045961520171
"2010","2","35-39 years",34711,9.0078431372549,309347.057,0.112207306371756
"2010","2","40-44 years",7997,9.16530612244898,309347.057,0.0258512237923117
"2010","2","45-49 years",417,10.0266666666667,309347.057,0.00134800054037689
"2010","2","Under 15 years",239,10.4384615384615,309347.057,0.000772595033933037
"2010","3","15-19 years",32076,8.95294117647059,309347.057,0.103689365307264
"2010","3","20-24 years",79959,8.95294117647059,309347.057,0.258476679155865
"2010","3","25-29 years",96135,8.95294117647059,309347.057,0.310767462707751
"2010","3","30-34 years",81152,8.95294117647059,309347.057,0.26233318909512
"2010","3","35-39 years",39253,8.95294117647059,309347.057,0.126889844631688
"2010","3","40-44 years",8929,8.994,309347.057,0.0288640211631301
"2010","3","45-49 years",504,9.88333333333333,309347.057,0.00162923806318933
"2010","3","Under 15 years",304,10.3285714285714,309347.057,0.000982715022241185
"2010","4","15-19 years",29327,8.86078431372549,309347.057,0.0948029061094317
"2010","4","20-24 years",75603,8.86078431372549,309347.057,0.244395407324014
"2010","4","25-29 years",92850,8.86078431372549,309347.057,0.300148321760178
"2010","4","30-34 years",79647,8.86078431372549,309347.057,0.257468103211986
"2010","4","35-39 years",37863,8.86078431372549,309347.057,0.122396509497099
"2010","4","40-44 years",8734,8.86078431372549,309347.057,0.0282336611982056
"2010","4","45-49 years",477,9.53125,309347.057,0.00154195745266133
"2010","4","Under 15 years",196,10.1222222222222,309347.057,0.000633592580129185
"2010","5","15-19 years",28853,8.75882352941176,309347.057,0.0932706465023845
"2010","5","20-24 years",76771,8.75882352941176,309347.057,0.248171101883151
"2010","5","25-29 years",94542,8.75882352941176,309347.057,0.305617906686599
"2010","5","30-34 years",80473,8.75882352941176,309347.057,0.260138243371101
"2010","5","35-39 years",38223,8.75882352941176,309347.057,0.123560250970805
"2010","5","40-44 years",8417,8.858,309347.057,0.0272089221783028
"2010","5","45-49 years",491,9.66666666666667,309347.057,0.0015872140655277
"2010","5","50-54 years",19,12.1,309347.057,6.1419688890074e-05
"2010","5","Under 15 years",206,10.2272727272727,309347.057,0.000665918732176592
"2010","6","15-19 years",29467,8.66862745098039,309347.057,0.0952554722380954
"2010","6","20-24 years",78055,8.66862745098039,309347.057,0.252321779806038
"2010","6","25-29 years",95941,8.66862745098039,309347.057,0.310140335358031
"2010","6","30-34 years",82221,8.66862745098039,309347.057,0.265788854748988
"2010","6","35-39 years",39147,8.66862745098039,309347.057,0.126547187419986
"2010","6","40-44 years",8666,8.766,309347.057,0.0280138433642832
"2010","6","45-49 years",472,9.51666666666667,309347.057,0.00152579437663763
"2010","6","50-54 years",12,12.1,309347.057,3.87913824568889e-05
"2010","6","Under 15 years",261,9.64166666666667,309347.057,0.000843712568437333
"2010","7","15-19 years",31079,8.60980392156863,309347.057,0.100466447948137
"2010","7","20-24 years",81528,8.60980392156863,309347.057,0.263548652412103
"2010","7","25-29 years",98330,8.60980392156863,309347.057,0.317863053082157
"2010","7","30-34 years",84025,8.60980392156863,309347.057,0.271620492578341
"2010","7","35-39 years",40175,8.60980392156863,309347.057,0.129870315850459
"2010","7","40-44 years",9034,8.658,309347.057,0.0292034457596278
"2010","7","45-49 years",505,9.4,309347.057,0.00163247067839407
"2010","7","Under 15 years",239,10.2083333333333,309347.057,0.000772595033933037
"2010","8","15-19 years",32263,8.58039215686274,309347.057,0.10429386435055
"2010","8","20-24 years",83462,8.58039215686274,309347.057,0.269800530218072
"2010","8","25-29 years",99507,8.58039215686274,309347.057,0.321667841178137
"2010","8","30-34 years",84089,8.58039215686274,309347.057,0.271827379951444
"2010","8","35-39 years",40173,8.58039215686274,309347.057,0.12986385062005
"2010","8","40-44 years",9260,8.678,309347.057,0.0299340167958992
"2010","8","45-49 years",477,9.49375,309347.057,0.00154195745266133
"2010","8","50-54 years",13,12.1,309347.057,4.20239976616296e-05
"2010","8","Under 15 years",172,9.91428571428571,309347.057,0.000556009815215407
"2010","9","15-19 years",31904,8.57254901960784,309347.057,0.103133355492049
"2010","9","20-24 years",83485,8.57254901960784,309347.057,0.269874880367781
"2010","9","25-29 years",99531,8.57254901960784,309347.057,0.321745423943051
"2010","9","30-34 years",84700,8.57254901960784,309347.057,0.273802507841541
"2010","9","35-39 years",40793,8.57254901960784,309347.057,0.131868072046989
"2010","9","40-44 years",9342,8.57254901960784,309347.057,0.030199091242688
"2010","9","45-49 years",442,9.26111111111111,309347.057,0.00142881592049541
"2010","9","Under 15 years",272,9.95,309347.057,0.000879271335689481
"2011","1","15-19 years",29341,8.3843137254902,311721.632,0.0941256460507688
"2011","1","20-24 years",77332,8.3843137254902,311721.632,0.248080312886338
"2011","1","25-29 years",89479,8.3843137254902,311721.632,0.287047772161029
"2011","1","30-34 years",77087,8.3843137254902,311721.632,0.24729435524064
"2011","1","35-39 years",37142,8.3843137254902,311721.632,0.119151179087886
"2011","1","40-44 years",9075,8.3843137254902,311721.632,0.0291125127947489
"2011","1","45-49 years",502,8.9375,311721.632,0.00161041117608418
"2011","1","Under 15 years",220,9.56,311721.632,0.000705757885933306
"2011","10","15-19 years",26590,7.91764705882353,311721.632,0.0853004644862119
"2011","10","20-24 years",76521,7.91764705882353,311721.632,0.245478632679557
"2011","10","25-29 years",93188,7.91764705882353,311721.632,0.298946208519786
"2011","10","30-34 years",82811,7.91764705882353,311721.632,0.265656892236468
"2011","10","35-39 years",39141,7.91764705882353,311721.632,0.125563951878707
"2011","10","40-44 years",9241,7.964,311721.632,0.0296450391995895
"2011","10","45-49 years",534,8.87222222222222,311721.632,0.00171306686858357
"2011","10","50-54 years",11,11.3,311721.632,3.52878942966653e-05
"2011","10","Under 15 years",173,8.98888888888889,311721.632,0.000554982337574827
"2011","11","15-19 years",26033,7.80980392156863,311721.632,0.0835136138386443
"2011","11","20-24 years",75813,7.80980392156863,311721.632,0.243207375483008
"2011","11","25-29 years",91197,7.80980392156863,311721.632,0.29255909965209
"2011","11","30-34 years",79927,7.80980392156863,311721.632,0.256405047949961
"2011","11","35-39 years",38363,7.80980392156863,311721.632,0.123068135354816
"2011","11","40-44 years",9224,7.80980392156863,311721.632,0.0295905033629492
"2011","11","45-49 years",484,8.46470588235294,311721.632,0.00155266734905327
"2011","11","Under 15 years",200,8.99090909090909,311721.632,0.000641598078121187
"2011","12","15-19 years",27146,7.67843137254902,311721.632,0.0870841071433888
"2011","12","20-24 years",78953,7.67843137254902,311721.632,0.253280465309511
"2011","12","25-29 years",92476,7.67843137254902,311721.632,0.296662119361675
"2011","12","30-34 years",79846,7.67843137254902,311721.632,0.256145200728322
"2011","12","35-39 years",38765,7.67843137254902,311721.632,0.124357747491839
"2011","12","40-44 years",9100,7.86875,311721.632,0.029192712554514
"2011","12","45-49 years",534,8.3421052631579,311721.632,0.00171306686858357
"2011","12","50-54 years",24,9.75,311721.632,7.69917693745425e-05
"2011","12","Under 15 years",229,8.47692307692308,311721.632,0.000734629799448759
"2011","2","15-19 years",26728,8.30588235294118,311721.632,0.0857431671601155
"2011","2","20-24 years",70189,8.30588235294118,311721.632,0.22516563752624
"2011","2","25-29 years",84844,8.30588235294118,311721.632,0.27217873670057
"2011","2","30-34 years",72589,8.30588235294118,311721.632,0.232864814463694
"2011","2","35-39 years",34583,8.30588235294118,311721.632,0.110941931678325
"2011","2","40-44 years",8125,8.35,311721.632,0.0260649219236732
"2011","2","45-49 years",424,8.91333333333333,311721.632,0.00136018792561692
"2011","2","Under 15 years",218,9.22142857142857,311721.632,0.000699341905152094
"2011","3","15-19 years",28225,8.23921568627451,311721.632,0.0905455287748526
"2011","3","20-24 years",76424,8.23921568627451,311721.632,0.245167457611668
"2011","3","25-29 years",94011,8.23921568627451,311721.632,0.301586384611255
"2011","3","30-34 years",82878,8.23921568627451,311721.632,0.265871827592639
"2011","3","35-39 years",38547,8.23921568627451,311721.632,0.123658405586687
"2011","3","40-44 years",9009,8.38163265306122,311721.632,0.0289007854289689
"2011","3","45-49 years",518,8.79444444444444,311721.632,0.00166173902233388
"2011","3","50-54 years",27,9.95,311721.632,8.66157405463603e-05
"2011","3","Under 15 years",226,9.45,311721.632,0.000725005828276942
"2011","4","15-19 years",25795,8.18627450980392,311721.632,0.0827501121256801
"2011","4","20-24 years",71523,8.18627450980392,311721.632,0.229445096707308
"2011","4","25-29 years",89928,8.18627450980392,311721.632,0.288488159846411
"2011","4","30-34 years",79358,8.18627450980392,311721.632,0.254579701417706
"2011","4","35-39 years",37064,8.18627450980392,311721.632,0.118900955837418
"2011","4","40-44 years",8675,8.232,311721.632,0.0278293166385065
"2011","4","45-49 years",420,8.92941176470588,311721.632,0.00134735596405449
"2011","4","50-54 years",13,11.7,311721.632,4.17038750778772e-05
"2011","4","Under 15 years",204,9.18181818181818,311721.632,0.000654430039683611
"2011","5","15-19 years",25782,8.16470588235294,311721.632,0.0827084082506023
"2011","5","20-24 years",74353,8.16470588235294,311721.632,0.238523709512723
"2011","5","25-29 years",94370,8.16470588235294,311721.632,0.302738053161482
"2011","5","30-34 years",83844,8.16470588235294,311721.632,0.268970746309964
"2011","5","35-39 years",38583,8.16470588235294,311721.632,0.123773893240749
"2011","5","40-44 years",8758,8.16470588235294,311721.632,0.0280955798409268
"2011","5","45-49 years",493,8.74705882352941,311721.632,0.00158153926256873
"2011","5","50-54 years",12,11.7,311721.632,3.84958846872712e-05
"2011","5","Under 15 years",184,9.2,311721.632,0.000590270231871492
"2011","6","15-19 years",27355,8.14705882352941,311721.632,0.0877545771350254
"2011","6","20-24 years",77732,8.14705882352941,311721.632,0.249363509042581
"2011","6","25-29 years",97293,8.14705882352941,311721.632,0.312115009073223
"2011","6","30-34 years",85310,8.14705882352941,311721.632,0.273673660222592
"2011","6","35-39 years",39509,8.14705882352941,311721.632,0.12674449234245
"2011","6","40-44 years",9119,8.14705882352941,311721.632,0.0292536643719355
"2011","6","45-49 years",470,8.95333333333333,311721.632,0.00150775548358479
"2011","6","50-54 years",23,11.7,311721.632,7.37837789839365e-05
"2011","6","Under 15 years",172,9.2,311721.632,0.000551774347184221
"2011","7","15-19 years",28998,8.12156862745098,311721.632,0.0930253053467909
"2011","7","20-24 years",80784,8.12156862745098,311721.632,0.25915429571471
"2011","7","25-29 years",99235,8.12156862745098,311721.632,0.31834492641178
"2011","7","30-34 years",86165,8.12156862745098,311721.632,0.276416492006561
"2011","7","35-39 years",40080,8.12156862745098,311721.632,0.128576254855486
"2011","7","40-44 years",9329,8.17,311721.632,0.0299273423539628
"2011","7","45-49 years",485,8.84375,311721.632,0.00155587533944388
"2011","7","50-54 years",23,9.9,311721.632,7.37837789839365e-05
"2011","7","Under 15 years",201,9.30909090909091,311721.632,0.000644806068511793
"2011","8","15-19 years",29641,8.08823529411765,311721.632,0.0950880431679506
"2011","8","20-24 years",84689,8.08823529411765,311721.632,0.271681498190026
"2011","8","25-29 years",102814,8.08823529411765,311721.632,0.329826324019759
"2011","8","30-34 years",89853,8.08823529411765,311721.632,0.288247560567115
"2011","8","35-39 years",41658,8.08823529411765,311721.632,0.133638463691862
"2011","8","40-44 years",9759,8.138,311721.632,0.0313067782219233
"2011","8","45-49 years",482,8.67222222222222,311721.632,0.00154625136827206
"2011","8","50-54 years",14,11.6,311721.632,4.49118654684831e-05
"2011","8","Under 15 years",226,9.325,311721.632,0.000725005828276942
"2011","9","15-19 years",28138,8.01764705882353,311721.632,0.0902664336108698
"2011","9","20-24 years",80887,8.01764705882353,311721.632,0.259484718724942
"2011","9","25-29 years",98748,8.01764705882353,311721.632,0.316782635091555
"2011","9","30-34 years",87014,8.01764705882353,311721.632,0.279140075848185
"2011","9","35-39 years",40414,8.01764705882353,311721.632,0.129647723645948
"2011","9","40-44 years",9422,8.066,311721.632,0.0302256854602891
"2011","9","45-49 years",438,8.68333333333333,311721.632,0.0014050997910854
"2011","9","50-54 years",12,11.5,311721.632,3.84958846872712e-05
"2011","9","Under 15 years",212,9.19090909090909,311721.632,0.000680093962808459
"2012","1","15-19 years",26458,7.56666666666667,314112.078,0.0842310813658047
"2012","1","20-24 years",75665,7.56666666666667,314112.078,0.240885356850239
"2012","1","25-29 years",89146,7.56666666666667,314112.078,0.283803158947616
"2012","1","30-34 years",78031,7.56666666666667,314112.078,0.248417700130588
"2012","1","35-39 years",37144,7.56666666666667,314112.078,0.118250785632
"2012","1","40-44 years",8902,7.70204081632653,314112.078,0.0283402028240379
"2012","1","45-49 years",489,8.29375,314112.078,0.00155676917332673
"2012","1","50-54 years",12,10.9,314112.078,3.82029244988154e-05
"2012","1","Under 15 years",200,8.55454545454545,314112.078,0.000636715408313589
"2012","10","15-19 years",26074,7.14509803921569,314112.078,0.0830085877818426
"2012","10","20-24 years",79319,7.14509803921569,314112.078,0.252518147360128
"2012","10","25-29 years",97624,7.14509803921569,314112.078,0.310793525106029
"2012","10","30-34 years",89361,7.14509803921569,314112.078,0.284487628011553
"2012","10","35-39 years",42207,7.14509803921569,314112.078,0.134369236193458
"2012","10","40-44 years",9913,7.226,314112.078,0.0315587992130631
"2012","10","45-49 years",560,7.58947368421053,314112.078,0.00178280314327805
"2012","10","50-54 years",18,9.7,314112.078,5.7304386748223e-05
"2012","10","Under 15 years",161,8.33333333333333,314112.078,0.000512555903692439
"2012","11","15-19 years",24593,7.09607843137255,314112.078,0.0782937101832805
"2012","11","20-24 years",76114,7.09607843137255,314112.078,0.242314782941903
"2012","11","25-29 years",91229,7.09607843137255,314112.078,0.290434549925202
"2012","11","30-34 years",82974,7.09607843137255,314112.078,0.264154121447059
"2012","11","35-39 years",39903,7.09607843137255,314112.078,0.127034274689686
"2012","11","40-44 years",9305,7.26875,314112.078,0.0296231843717897
"2012","11","45-49 years",556,7.66315789473684,314112.078,0.00177006883511178
"2012","11","50-54 years",12,9.6,314112.078,3.82029244988154e-05
"2012","11","Under 15 years",174,8.23,314112.078,0.000553942405232823
"2012","12","15-19 years",24834,7.05294117647059,314112.078,0.0790609522502984
"2012","12","20-24 years",76002,7.05294117647059,314112.078,0.241958222313247
"2012","12","25-29 years",91184,7.05294117647059,314112.078,0.290291288958332
"2012","12","30-34 years",82157,7.05294117647059,314112.078,0.261553139004098
"2012","12","35-39 years",39762,7.05294117647059,314112.078,0.126585390326825
"2012","12","40-44 years",9349,7.092,314112.078,0.0297632617616187
"2012","12","45-49 years",503,7.54375,314112.078,0.00160133925190868
"2012","12","50-54 years",15,9.5,314112.078,4.77536556235192e-05
"2012","12","Under 15 years",188,8.06,314112.078,0.000598512483814774
"2012","2","15-19 years",25144,7.49803921568627,314112.078,0.0800478611331844
"2012","2","20-24 years",71591,7.49803921568627,314112.078,0.227915463982891
"2012","2","25-29 years",86134,7.49803921568627,314112.078,0.274214224898414
"2012","2","30-34 years",76405,7.49803921568627,314112.078,0.243241203860999
"2012","2","35-39 years",35696,7.49803921568627,314112.078,0.113640966075809
"2012","2","40-44 years",8610,7.63061224489796,314112.078,0.0274105983279
"2012","2","45-49 years",462,8.14375,314112.078,0.00147081259320439
"2012","2","50-54 years",13,10.8,314112.078,4.13865015403833e-05
"2012","2","Under 15 years",169,8.52,314112.078,0.000538024520024983
"2012","3","15-19 years",25772,7.43921568627451,314112.078,0.0820471475152891
"2012","3","20-24 years",74582,7.43921568627451,314112.078,0.237437542914221
"2012","3","25-29 years",92851,7.43921568627451,314112.078,0.295598311886625
"2012","3","30-34 years",83022,7.43921568627451,314112.078,0.264306933145054
"2012","3","35-39 years",38250,7.43921568627451,314112.078,0.121771821839974
"2012","3","40-44 years",8864,7.488,314112.078,0.0282192268964583
"2012","3","45-49 years",479,8.21666666666667,314112.078,0.00152493340291105
"2012","3","50-54 years",12,10.7,314112.078,3.82029244988154e-05
"2012","3","Under 15 years",232,8.47692307692308,314112.078,0.000738589873643764
"2012","4","15-19 years",23444,7.40588235294118,314112.078,0.0746357801625189
"2012","4","20-24 years",69526,7.40588235294118,314112.078,0.221341377392053
"2012","4","25-29 years",87976,7.40588235294118,314112.078,0.280078373808982
"2012","4","30-34 years",80358,7.40588235294118,314112.078,0.255825883906317
"2012","4","35-39 years",36158,7.40588235294118,314112.078,0.115111778669014
"2012","4","40-44 years",8266,7.448,314112.078,0.0263154478256006
"2012","4","45-49 years",474,8.2625,314112.078,0.00150901551770321
"2012","4","50-54 years",12,10.6,314112.078,3.82029244988154e-05
"2012","4","Under 15 years",177,8.61,314112.078,0.000563493136357526
"2012","5","15-19 years",24472,7.39019607843137,314112.078,0.0779084973612508
"2012","5","20-24 years",74539,7.39019607843137,314112.078,0.237300649101433
"2012","5","25-29 years",94760,7.39019607843137,314112.078,0.301675760458979
"2012","5","30-34 years",86799,7.39019607843137,314112.078,0.276331303631056
"2012","5","35-39 years",39677,7.39019607843137,314112.078,0.126314786278291
"2012","5","40-44 years",8895,7.39019607843137,314112.078,0.0283179177847469
"2012","5","45-49 years",543,7.96666666666667,314112.078,0.00172868233357139
"2012","5","50-54 years",15,10.5,314112.078,4.77536556235192e-05
"2012","5","Under 15 years",157,8.25555555555555,314112.078,0.000499821595526168
"2012","6","15-19 years",24549,7.35686274509804,314112.078,0.0781536327934515
"2012","6","20-24 years",75293,7.35686274509804,314112.078,0.239701066190775
"2012","6","25-29 years",94159,7.35686274509804,314112.078,0.299762430656996
"2012","6","30-34 years",84747,7.35686274509804,314112.078,0.269798603541759
"2012","6","35-39 years",38805,7.35686274509804,314112.078,0.123538707098044
"2012","6","40-44 years",8771,7.398,314112.078,0.0279231542315925
"2012","6","45-49 years",428,7.97222222222222,314112.078,0.00136257097379108
"2012","6","50-54 years",13,10.4,314112.078,4.13865015403833e-05
"2012","6","Under 15 years",156,8.375,314112.078,0.0004966380184846
"2012","7","15-19 years",26488,7.31176470588235,314112.078,0.0843265886770518
"2012","7","20-24 years",80777,7.31176470588235,314112.078,0.257159802686734
"2012","7","25-29 years",99239,7.31176470588235,314112.078,0.315935002028161
"2012","7","30-34 years",89192,7.31176470588235,314112.078,0.283949603491528
"2012","7","35-39 years",41267,7.31176470588235,314112.078,0.131376673774384
"2012","7","40-44 years",9644,7.43877551020408,314112.078,0.0307024169888813
"2012","7","45-49 years",439,7.81875,314112.078,0.00139759032124833
"2012","7","50-54 years",12,10.2,314112.078,3.82029244988154e-05
"2012","7","Under 15 years",200,8.33636363636364,314112.078,0.000636715408313589
"2012","8","15-19 years",27482,7.25882352941176,314112.078,0.0874910642563703
"2012","8","20-24 years",83945,7.25882352941176,314112.078,0.267245374754421
"2012","8","25-29 years",102555,7.25882352941176,314112.078,0.326491743498001
"2012","8","30-34 years",93067,7.25882352941176,314112.078,0.296285964527604
"2012","8","35-39 years",43199,7.25882352941176,314112.078,0.137527344618694
"2012","8","40-44 years",9920,7.344,314112.078,0.031581084252354
"2012","8","45-49 years",458,7.86875,314112.078,0.00145807828503812
"2012","8","50-54 years",17,10,314112.078,5.41208097066551e-05
"2012","8","Under 15 years",169,8.3375,314112.078,0.000538024520024983
"2012","9","15-19 years",26078,7.19803921568627,314112.078,0.0830213220900089
"2012","9","20-24 years",79458,7.19803921568627,314112.078,0.252960664568906
"2012","9","25-29 years",97043,7.19803921568627,314112.078,0.308943866844878
"2012","9","30-34 years",87303,7.19803921568627,314112.078,0.277935826460006
"2012","9","35-39 years",40250,7.19803921568627,314112.078,0.12813897592311
"2012","9","40-44 years",9013,7.33061224489796,314112.078,0.0286935798756519
"2012","9","45-49 years",504,7.78947368421053,314112.078,0.00160452282895024
"2012","9","50-54 years",11,9.9,314112.078,3.50193474572474e-05
"2012","9","Under 15 years",199,7.83636363636364,314112.078,0.000633531831272021
"2013","1","15-19 years",24719,7.01176470588235,316497.531,0.0781017151125896
"2013","1","20-24 years",76825,7.01176470588235,316497.531,0.242734910939953
"2013","1","25-29 years",90662,7.01176470588235,316497.531,0.286454051358777
"2013","1","30-34 years",81988,7.01176470588235,316497.531,0.259047834404749
"2013","1","35-39 years",39145,7.01176470588235,316497.531,0.123681849511806
"2013","1","40-44 years",9365,7.052,316497.531,0.0295894883300053
"2013","1","45-49 years",516,7.70625,316497.531,0.00163034447178673
"2013","1","50-54 years",17,9.4,316497.531,5.37128992642916e-05
"2013","1","Under 15 years",139,7.7,316497.531,0.000439181941043325
"2013","10","15-19 years",22646,6.37843137254902,316497.531,0.0715519009846557
"2013","10","20-24 years",77195,6.37843137254902,316497.531,0.243903956394529
"2013","10","25-29 years",96815,6.37843137254902,316497.531,0.30589496131014
"2013","10","30-34 years",90773,6.37843137254902,316497.531,0.286804764995149
"2013","10","35-39 years",42520,6.37843137254902,316497.531,0.134345439806922
"2013","10","40-44 years",9604,6.416,316497.531,0.0303446285020151
"2013","10","45-49 years",616,6.89545454545455,316497.531,0.00194630270275315
"2013","10","50-54 years",29,7.8,316497.531,9.16278869802621e-05
"2013","10","Under 15 years",95,7.06,316497.531,0.0003001603194181
"2013","11","15-19 years",21306,6.2843137254902,316497.531,0.0673180606897057
"2013","11","20-24 years",72635,6.2843137254902,316497.531,0.22949626106246
"2013","11","25-29 years",90585,6.2843137254902,316497.531,0.286210763520932
"2013","11","30-34 years",83910,6.2843137254902,316497.531,0.265120551603924
"2013","11","35-39 years",40054,6.2843137254902,316497.531,0.12655390983129
"2013","11","40-44 years",9064,6.39387755102041,316497.531,0.0286384540547964
"2013","11","45-49 years",516,6.81176470588235,316497.531,0.00163034447178673
"2013","11","50-54 years",15,8.3,316497.531,4.73937346449632e-05
"2013","11","Under 15 years",86,7.025,316497.531,0.000271724078631122
"2013","12","15-19 years",22936,6.1921568627451,316497.531,0.0724681798544583
"2013","12","20-24 years",77308,6.1921568627451,316497.531,0.244260989195521
"2013","12","25-29 years",95264,6.1921568627451,316497.531,0.300994449147851
"2013","12","30-34 years",87271,6.1921568627451,316497.531,0.275739907746705
"2013","12","35-39 years",42051,6.1921568627451,316497.531,0.13286359570369
"2013","12","40-44 years",9767,6.228,316497.531,0.0308596404184903
"2013","12","45-49 years",526,6.69473684210526,316497.531,0.00166194029488337
"2013","12","50-54 years",14,8.2,316497.531,4.42341523352989e-05
"2013","12","Under 15 years",151,6.9,316497.531,0.000477096928759296
"2013","2","15-19 years",21853,6.95686274509804,316497.531,0.069046352213092
"2013","2","20-24 years",67667,6.95686274509804,316497.531,0.213799456148048
"2013","2","25-29 years",82795,6.95686274509804,316497.531,0.261597617328648
"2013","2","30-34 years",74886,6.95686274509804,316497.531,0.236608480841514
"2013","2","35-39 years",35266,6.95686274509804,316497.531,0.111425829732618
"2013","2","40-44 years",8399,7.034,316497.531,0.0265373318188697
"2013","2","45-49 years",444,7.5375,316497.531,0.00140285454549091
"2013","2","50-54 years",16,9.3,316497.531,5.05533169546274e-05
"2013","2","Under 15 years",135,7.98571428571429,316497.531,0.000426543611804668
"2013","3","15-19 years",23255,6.87843137254902,316497.531,0.0734760866112412
"2013","3","20-24 years",72840,6.87843137254902,316497.531,0.230143975435941
"2013","3","25-29 years",91172,6.87843137254902,316497.531,0.288065438336705
"2013","3","30-34 years",84276,6.87843137254902,316497.531,0.266276958729261
"2013","3","35-39 years",39106,6.87843137254902,316497.531,0.123558625801729
"2013","3","40-44 years",8892,6.99795918367347,316497.531,0.0280950058975342
"2013","3","45-49 years",533,7.57894736842105,316497.531,0.00168405737105102
"2013","3","50-54 years",19,9.1,316497.531,6.003206388362e-05
"2013","3","Under 15 years",170,8.06,316497.531,0.000537128992642916
"2013","4","15-19 years",21738,6.81372549019608,316497.531,0.0686830002474806
"2013","4","20-24 years",69722,6.81372549019608,316497.531,0.220292397794408
"2013","4","25-29 years",88337,6.81372549019608,316497.531,0.279108022488807
"2013","4","30-34 years",84071,6.81372549019608,316497.531,0.26562924435578
"2013","4","35-39 years",38261,6.81372549019608,316497.531,0.120888778750062
"2013","4","40-44 years",8585,6.81372549019608,316497.531,0.0271250141284672
"2013","4","45-49 years",482,7.65333333333333,316497.531,0.00152291867325815
"2013","4","50-54 years",16,9,316497.531,5.05533169546274e-05
"2013","4","Under 15 years",157,8.06,316497.531,0.000496054422617281
"2013","5","15-19 years",22012,6.75098039215686,316497.531,0.0695487258003286
"2013","5","20-24 years",73146,6.75098039215686,316497.531,0.231110807622698
"2013","5","25-29 years",94895,6.75098039215686,316497.531,0.299828563275585
"2013","5","30-34 years",88945,6.75098039215686,316497.531,0.281029048533083
"2013","5","35-39 years",40537,6.75098039215686,316497.531,0.128079988086858
"2013","5","40-44 years",9057,6.75098039215686,316497.531,0.0286163369786288
"2013","5","45-49 years",536,7.365,316497.531,0.00169353611798002
"2013","5","50-54 years",18,8.9,316497.531,5.68724815739558e-05
"2013","5","Under 15 years",108,7.6,316497.531,0.000341234889443735
"2013","6","15-19 years",21863,6.68823529411765,316497.531,0.0690779480361886
"2013","6","20-24 years",71840,6.68823529411765,316497.531,0.226984393126277
"2013","6","25-29 years",91456,6.68823529411765,316497.531,0.28896275971265
"2013","6","30-34 years",85823,6.68823529411765,316497.531,0.271164832562311
"2013","6","35-39 years",39214,6.68823529411765,316497.531,0.123899860691172
"2013","6","40-44 years",8667,6.746,316497.531,0.0273840998778597
"2013","6","45-49 years",483,7.41666666666667,316497.531,0.00152607825556781
"2013","6","50-54 years",13,8.8,316497.531,4.10745700256347e-05
"2013","6","Under 15 years",148,7.57142857142857,316497.531,0.000467618181830303
"2013","7","15-19 years",23594,6.62941176470588,316497.531,0.0745471850142174
"2013","7","20-24 years",79480,6.62941176470588,316497.531,0.251123601972111
"2013","7","25-29 years",100283,6.62941176470588,316497.531,0.316852392760056
"2013","7","30-34 years",92556,6.62941176470588,316497.531,0.292438300253281
"2013","7","35-39 years",42730,6.62941176470588,316497.531,0.135008952091952
"2013","7","40-44 years",9537,6.62941176470588,316497.531,0.0301329364872676
"2013","7","45-49 years",529,7.21052631578947,316497.531,0.00167141904181237
"2013","7","50-54 years",20,8.8,316497.531,6.31916461932842e-05
"2013","7","Under 15 years",154,7.72222222222222,316497.531,0.000486575675688288
"2013","8","15-19 years",24316,6.55686274509804,316497.531,0.0768284034417949
"2013","8","20-24 years",81062,6.55686274509804,316497.531,0.256122061186
"2013","8","25-29 years",101252,6.55686274509804,316497.531,0.319914028018121
"2013","8","30-34 years",92948,6.55686274509804,316497.531,0.293676856518669
"2013","8","35-39 years",43504,6.55686274509804,316497.531,0.137454468799632
"2013","8","40-44 years",9441,6.596,316497.531,0.0298296165855398
"2013","8","45-49 years",545,7.18333333333333,316497.531,0.00172197235876699
"2013","8","50-54 years",17,8.7,316497.531,5.37128992642916e-05
"2013","8","Under 15 years",160,7.35555555555556,316497.531,0.000505533169546274
"2013","9","15-19 years",22867,6.47058823529412,316497.531,0.0722501686750915
"2013","9","20-24 years",77025,6.47058823529412,316497.531,0.243366827401886
"2013","9","25-29 years",97261,6.47058823529412,316497.531,0.307304135020251
"2013","9","30-34 years",89480,6.47058823529412,316497.531,0.282719425068754
"2013","9","35-39 years",41485,6.47058823529412,316497.531,0.13107527211642
"2013","9","40-44 years",9017,6.508,316497.531,0.0284899536862422
"2013","9","45-49 years",472,7.2,316497.531,0.00149132285016151
"2013","9","50-54 years",24,8.5,316497.531,7.5829975431941e-05
"2013","9","Under 15 years",134,7.38571428571429,316497.531,0.000423384029495004
